Customer_No,Prediction,Probability_Prediction
113947,0,0.16
113948,0,0.1
113949,0,0.09
113950,0,0.07
113951,0,0.09
113952,0,0.24
113953,0,0.15
113954,0,0.18
113955,0,0.02
113956,0,0.22
113957,0,0.28
113958,0,0.09
113959,0,0.13
113960,0,0.11
113961,0,0.08
113962,0,0.04
113963,0,0.1
113964,0,0.08
113965,0,0.11
113966,0,0.04
113967,0,0.17
113968,0,0.06
113969,0,0.39
113970,0,0.14
113971,0,0.1
113972,0,0.1
113973,0,0.1
113974,0,0.1
113975,0,0.29
113976,0,0.03
113977,0,0.12
113978,0,0.14
113979,0,0.22
113980,0,0.08
113981,0,0.09
113982,0,0.11
113983,0,0.09
113984,0,0.11
113985,0,0.14
113986,0,0.36
113987,0,0.08
113988,0,0.18
113989,0,0.08
113990,0,0.11
113991,0,0.12
113992,0,0.13
113993,0,0.1
113994,0,0.11
113995,0,0.2
113996,0,0.04
113997,0,0.12
113998,0,0.11
113999,0,0.15
114000,0,0.28
114001,0,0.13
114002,0,0.25
114003,0,0.21
114004,0,0.17
114005,0,0.32
114006,0,0.12
114007,0,0.2
114008,0,0.14
114009,0,0.14
114010,0,0.12
114011,0,0.11
114012,0,0.1
114013,0,0.12
114014,0,0.15
114015,0,0.16
114016,0,0.16
114017,0,0.04
114018,0,0.31
114019,0,0.34
114020,0,0.09
114021,0,0.05
114022,0,0.11
114023,0,0.05
114024,0,0.11
114025,0,0.03
114026,0,0.12
114027,0,0.1
114028,0,0.07
114029,0,0.09
114030,0,0.06
114031,0,0.08
114032,0,0.09
114033,0,0.11
114034,0,0.09
114035,0,0.16
114036,0,0.12
114037,0,0.08
114038,0,0.34
114039,0,0.2
114040,0,0.09
114041,0,0.1
114042,0,0.08
114043,0,0.08
114044,0,0.31
114045,0,0.1
114046,0,0.08
114047,0,0.13
114048,0,0.25
114049,0,0.15
114050,0,0.12
114051,0,0.09
114052,0,0.1
114053,0,0.32
114054,0,0.19
114055,0,0.26
114056,0,0.09
114057,0,0.11
114058,0,0.03
114059,0,0.32
114060,0,0.11
114061,0,0.1
114062,0,0.03
114063,0,0.11
114064,0,0.1
114065,0,0.14
114066,0,0.15
114067,0,0.05
114068,0,0.03
114069,0,0.17
114070,0,0.26
114071,0,0.11
114072,0,0.39
114073,0,0.1
114074,0,0.08
114075,0,0.32
114076,0,0.1
114077,0,0.23
114078,0,0.12
114079,0,0.17
114080,0,0.19
114081,0,0.12
114082,0,0.12
114083,0,0.06
114084,0,0.11
114085,0,0.11
114086,0,0.02
114087,0,0.19
114088,0,0.15
114089,0,0.24
114090,0,0.08
114091,0,0.1
114092,0,0.14
114093,0,0.06
114094,0,0.03
114095,0,0.02
114096,0,0.08
114097,0,0.11
114098,0,0.11
114099,0,0.13
114100,0,0.1
114101,0,0.09
114102,0,0.15
114103,0,0.24
114104,0,0.22
114105,0,0.35
114106,0,0.13
114107,0,0.09
114108,0,0.11
114109,0,0.02
114110,0,0.11
114111,0,0.1
114112,0,0.21
114113,0,0.09
114114,0,0.07
114115,0,0.21
114116,0,0.11
114117,0,0.11
114118,0,0.13
114119,0,0.12
114120,0,0.09
114121,0,0.34
114122,0,0.08
114123,0,0.12
114124,0,0.17
114125,0,0.3
114126,0,0.06
114127,0,0.11
114128,0,0.15
114129,0,0.1
114130,0,0.14
114131,0,0.11
114132,0,0.14
114133,0,0.1
114134,0,0.17
114135,0,0.12
114136,0,0.14
114137,0,0.08
114138,0,0.08
114139,0,0.11
114140,0,0.13
114141,0,0.1
114142,0,0.09
114143,0,0.29
114144,0,0.1
114145,0,0.09
114146,0,0.1
114147,0,0.13
114148,0,0.26
114149,0,0.12
114150,0,0.22
114151,0,0.23
114152,0,0.17
114153,0,0.1
114154,0,0.12
114155,0,0.21
114156,0,0.06
114157,0,0.1
114158,0,0.16
114159,0,0.16
114160,0,0.1
114161,0,0.25
114162,0,0.04
114163,0,0.06
114164,0,0.07
114165,0,0.08
114166,0,0.36
114167,0,0.08
114168,0,0.2
114169,0,0.05
114170,0,0.12
114171,0,0.1
114172,0,0.13
114173,0,0.18
114174,0,0.11
114175,0,0.2
114176,0,0.11
114177,0,0.11
114178,0,0.19
114179,0,0.08
114180,0,0.11
114181,0,0.11
114182,0,0.25
114183,0,0.02
114184,0,0.09
114185,0,0.15
114186,0,0.09
114187,0,0.23
114188,0,0.05
114189,0,0.15
114190,0,0.09
114191,0,0.11
114192,0,0.13
114193,0,0.11
114194,0,0.1
114195,0,0.1
114196,0,0.23
114197,0,0.1
114198,0,0.21
114199,0,0.16
114200,0,0.13
114201,0,0.11
114202,0,0.15
114203,0,0.08
114204,0,0.2
114205,0,0.1
114206,0,0.15
114207,0,0.14
114208,0,0.16
114209,0,0.1
114210,0,0.11
114211,0,0.09
114212,0,0.1
114213,0,0.1
114214,0,0.32
114215,0,0.16
114216,0,0.13
114217,0,0.1
114218,0,0.18
114219,0,0.11
114220,0,0.09
114221,0,0.11
114222,0,0.13
114223,0,0.08
114224,0,0.03
114225,0,0.21
114226,0,0.13
114227,0,0.03
114228,0,0.11
114229,0,0.1
114230,0,0.1
114231,0,0.1
114232,0,0.08
114233,0,0.3
114234,0,0.07
114235,0,0.03
114236,0,0.12
114237,0,0.09
114238,0,0.08
114239,0,0.11
114240,0,0.16
114241,0,0.1
114242,0,0.12
114243,0,0.1
114244,0,0.34
114245,0,0.1
114246,0,0.13
114247,0,0.3
114248,0,0.1
114249,0,0.13
114250,0,0.11
114251,0,0.08
114252,0,0.13
114253,0,0.14
114254,0,0.1
114255,0,0.2
114256,0,0.35
114257,0,0.48
114258,0,0.09
114259,0,0.1
114260,0,0.1
114261,0,0.21
114262,0,0.1
114263,0,0.1
114264,0,0.09
114265,0,0.09
114266,0,0.14
114267,0,0.21
114268,0,0.11
114269,0,0.1
114270,0,0.23
114271,0,0.19
114272,0,0.09
114273,0,0.22
114274,0,0.09
114275,0,0.1
114276,0,0.09
114277,0,0.1
114278,0,0.09
114279,0,0.34
114280,0,0.06
114281,0,0.12
114282,0,0.13
114283,0,0.38
114284,0,0.26
114285,0,0.09
114286,0,0.07
114287,0,0.09
114288,0,0.01
114289,0,0.2
114290,0,0.1
114291,0,0.19
114292,0,0.11
114293,0,0.33
114294,0,0.1
114295,0,0.1
114296,0,0.11
114297,0,0.1
114298,0,0.1
114299,0,0.13
114300,0,0.11
114301,0,0.08
114302,0,0.22
114303,0,0.12
114304,0,0.09
114305,0,0.04
114306,0,0.12
114307,0,0.1
114308,0,0.07
114309,0,0.28
114310,0,0.07
114311,0,0.12
114312,0,0.32
114313,0,0.34
114314,0,0.21
114315,0,0.2
114316,0,0.07
114317,0,0.17
114318,0,0.13
114319,0,0.1
114320,0,0.14
114321,0,0.22
114322,0,0.1
114323,0,0.18
114324,0,0.3
114325,0,0.15
114326,0,0.12
114327,0,0.1
114328,0,0.14
114329,0,0.1
114330,0,0.09
114331,0,0.08
114332,0,0.16
114333,0,0.23
114334,0,0.28
114335,0,0.1
114336,0,0.08
114337,0,0.11
114338,0,0.13
114339,0,0.12
114340,0,0.21
114341,0,0.1
114342,0,0.13
114343,0,0.1
114344,0,0.19
114345,0,0.09
114346,0,0.08
114347,0,0.11
114348,0,0.02
114349,0,0.17
114350,0,0.06
114351,0,0.14
114352,0,0.19
114353,0,0.11
114354,0,0.12
114355,0,0.11
114356,0,0.1
114357,0,0.13
114358,0,0.1
114359,0,0.11
114360,0,0.1
114361,0,0.13
114362,0,0.12
114363,0,0.04
114364,0,0.1
114365,0,0.08
114366,0,0.1
114367,0,0.1
114368,0,0.1
114369,0,0.11
114370,0,0.1
114371,0,0.12
114372,0,0.09
114373,0,0.33
114374,0,0.15
114375,0,0.23
114376,0,0.15
114377,0,0.23
114378,0,0.13
114379,0,0.12
114380,0,0.08
114381,0,0.1
114382,0,0.07
114383,0,0.08
114384,0,0.09
114385,0,0.08
114386,0,0.09
114387,0,0.12
114388,0,0.31
114389,0,0.12
114390,0,0.1
114391,0,0.09
114392,0,0.1
114393,0,0.1
114394,0,0.02
114395,0,0.1
114396,0,0.1
114397,0,0.1
114398,0,0.12
114399,0,0.1
114400,0,0.11
114401,0,0.08
114402,0,0.09
114403,0,0.04
114404,0,0.12
114405,0,0.1
114406,0,0.28
114407,0,0.08
114408,0,0.08
114409,0,0.2
114410,0,0.08
114411,0,0.22
114412,0,0.07
114413,0,0.09
114414,0,0.09
114415,0,0.07
114416,0,0.09
114417,0,0.15
114418,0,0.13
114419,0,0.1
114420,0,0.1
114421,0,0.04
114422,0,0.1
114423,0,0.07
114424,0,0.09
114425,0,0.05
114426,0,0.11
114427,0,0.11
114428,0,0.1
114429,0,0.1
114430,0,0.45
114431,0,0.11
114432,0,0.11
114433,0,0.36
114434,0,0.11
114435,0,0.19
114436,0,0.22
114437,0,0.1
114438,0,0.1
114439,0,0.31
114440,0,0.31
114441,0,0.08
114442,0,0.15
114443,0,0.27
114444,0,0.31
114445,0,0.1
114446,0,0.44
114447,0,0.23
114448,0,0.16
114449,0,0.09
114450,0,0.09
114451,0,0.11
114452,0,0.05
114453,0,0.08
114454,0,0.13
114455,0,0.23
114456,0,0.1
114457,0,0.22
114458,0,0.1
114459,0,0.13
114460,0,0.11
114461,0,0.13
114462,0,0.13
114463,0,0.1
114464,0,0.22
114465,0,0.13
114466,0,0.18
114467,0,0.13
114468,0,0.08
114469,0,0.09
114470,0,0.11
114471,0,0.02
114472,0,0.3
114473,0,0.12
114474,0,0.09
114475,0,0.22
114476,0,0.11
114477,0,0.11
114478,0,0.03
114479,0,0.14
114480,0,0.1
114481,0,0.31
114482,0,0.17
114483,0,0.12
114484,0,0.37
114485,0,0.06
114486,0,0.07
114487,0,0.15
114488,0,0.09
114489,0,0.1
114490,0,0.26
114491,0,0.3
114492,0,0.14
114493,0,0.11
114494,0,0.11
114495,0,0.12
114496,0,0.05
114497,0,0.09
114498,0,0.23
114499,0,0.13
114500,0,0.18
114501,0,0.09
114502,0,0.1
114503,0,0.12
114504,0,0.26
114505,0,0.38
114506,0,0.17
114507,0,0.13
114508,0,0.14
114509,0,0.11
114510,0,0.1
114511,0,0.23
114512,0,0.07
114513,0,0.41
114514,0,0.12
114515,0,0.21
114516,0,0.19
114517,0,0.2
114518,0,0.16
114519,0,0.04
114520,0,0.02
114521,0,0.19
114522,0,0.3
114523,0,0.15
114524,0,0.1
114525,0,0.12
114526,0,0.09
114527,0,0.1
114528,0,0.11
114529,0,0.06
114530,0,0.23
114531,0,0.45
114532,0,0.09
114533,0,0.15
114534,0,0.09
114535,0,0.09
114536,0,0.09
114537,0,0.09
114538,0,0.04
114539,0,0.1
114540,0,0.1
114541,0,0.23
114542,0,0.1
114543,0,0.08
114544,0,0.09
114545,0,0.16
114546,0,0.03
114547,0,0.1
114548,0,0.06
114549,0,0.09
114550,0,0.16
114551,0,0.16
114552,0,0.12
114553,0,0.21
114554,0,0.09
114555,0,0.11
114556,0,0.2
114557,0,0.15
114558,0,0.15
114559,0,0.1
114560,0,0.06
114561,0,0.13
114562,0,0.17
114563,0,0.09
114564,0,0.13
114565,0,0.1
114566,0,0.41
114567,0,0.12
114568,0,0.14
114569,0,0.09
114570,0,0.12
114571,0,0.09
114572,0,0.16
114573,0,0.02
114574,0,0.12
114575,0,0.1
114576,0,0.1
114577,0,0.1
114578,0,0.11
114579,0,0.11
114580,0,0.11
114581,0,0.08
114582,0,0.14
114583,0,0.15
114584,0,0.09
114585,0,0.18
114586,0,0.17
114587,0,0.18
114588,0,0.12
114589,0,0.21
114590,0,0.21
114591,0,0.1
114592,0,0.17
114593,0,0.08
114594,0,0.26
114595,0,0.25
114596,0,0.11
114597,0,0.03
114598,0,0.16
114599,0,0.09
114600,0,0.12
114601,0,0.15
114602,0,0.05
114603,0,0.22
114604,0,0.09
114605,0,0.08
114606,0,0.06
114607,0,0.1
114608,0,0.1
114609,0,0.11
114610,0,0.15
114611,0,0.08
114612,0,0.29
114613,0,0.38
114614,0,0.09
114615,0,0.15
114616,0,0.08
114617,0,0.46
114618,0,0.06
114619,0,0.14
114620,0,0.09
114621,0,0.1
114622,0,0.06
114623,0,0.11
114624,0,0.04
114625,0,0.07
114626,0,0.12
114627,0,0.09
114628,0,0.1
114629,0,0.16
114630,0,0.11
114631,0,0.11
114632,0,0.17
114633,0,0.1
114634,0,0.1
114635,0,0.06
114636,0,0.34
114637,0,0.17
114638,0,0.04
114639,0,0.14
114640,0,0.24
114641,0,0.08
114642,0,0.1
114643,0,0.34
114644,0,0.05
114645,0,0.1
114646,0,0.19
114647,0,0.14
114648,0,0.29
114649,0,0.09
114650,0,0.12
114651,0,0.09
114652,0,0.03
114653,0,0.08
114654,0,0.15
114655,0,0.1
114656,0,0.12
114657,0,0.09
114658,0,0.1
114659,0,0.1
114660,0,0.11
114661,0,0.1
114662,0,0.32
114663,0,0.04
114664,0,0.28
114665,0,0.11
114666,0,0.09
114667,0,0.09
114668,0,0.11
114669,0,0.09
114670,0,0.11
114671,0,0.29
114672,0,0.29
114673,0,0.23
114674,0,0.1
114675,0,0.11
114676,0,0.43
114677,0,0.19
114678,0,0.13
114679,0,0.11
114680,0,0.13
114681,0,0.09
114682,0,0.12
114683,0,0.11
114684,1,0.53
114685,0,0.31
114686,0,0.08
114687,0,0.21
114688,0,0.05
114689,0,0.16
114690,0,0.07
114691,0,0.09
114692,0,0.07
114693,0,0.13
114694,0,0.23
114695,0,0.21
114696,0,0.09
114697,0,0.11
114698,0,0.1
114699,0,0.03
114700,0,0.29
114701,0,0.09
114702,0,0.15
114703,0,0.1
114704,0,0.13
114705,0,0.1
114706,0,0.08
114707,0,0.27
114708,0,0.31
114709,0,0.12
114710,0,0.17
114711,0,0.1
114712,0,0.11
114713,0,0.13
114714,0,0.32
114715,0,0.13
114716,0,0.03
114717,0,0.02
114718,0,0.15
114719,0,0.23
114720,0,0.15
114721,0,0.08
114722,0,0.14
114723,0,0.11
114724,0,0.1
114725,0,0.11
114726,0,0.08
114727,0,0.12
114728,0,0.21
114729,0,0.1
114730,0,0.13
114731,0,0.09
114732,0,0.09
114733,0,0.1
114734,0,0.11
114735,0,0.06
114736,0,0.11
114737,0,0.1
114738,0,0.09
114739,0,0.1
114740,0,0.1
114741,0,0.11
114742,0,0.09
114743,0,0.16
114744,0,0.12
114745,0,0.15
114746,0,0.09
114747,0,0.2
114748,0,0.06
114749,0,0.22
114750,0,0.11
114751,0,0.31
114752,0,0.1
114753,0,0.1
114754,0,0.1
114755,0,0.1
114756,0,0.13
114757,0,0.06
114758,0,0.1
114759,0,0.11
114760,0,0.19
114761,0,0.12
114762,0,0.25
114763,0,0.16
114764,0,0.11
114765,0,0.16
114766,0,0.09
114767,0,0.12
114768,0,0.33
114769,0,0.34
114770,0,0.13
114771,0,0.09
114772,0,0.11
114773,0,0.11
114774,0,0.04
114775,0,0.18
114776,0,0.06
114777,0,0.09
114778,0,0.08
114779,0,0.03
114780,0,0.09
114781,0,0.2
114782,0,0.11
114783,0,0.41
114784,0,0.12
114785,0,0.15
114786,0,0.45
114787,0,0.1
114788,0,0.22
114789,0,0.09
114790,0,0.07
114791,0,0.18
114792,0,0.11
114793,0,0.24
114794,0,0.09
114795,0,0.1
114796,0,0.24
114797,0,0.15
114798,0,0.1
114799,0,0.07
114800,0,0.26
114801,0,0.22
114802,0,0.33
114803,0,0.35
114804,0,0.18
114805,0,0.09
114806,0,0.09
114807,0,0.03
114808,0,0.18
114809,0,0.1
114810,0,0.1
114811,0,0.11
114812,0,0.08
114813,0,0.09
114814,0,0.18
114815,0,0.07
114816,0,0.1
114817,0,0.08
114818,0,0.13
114819,0,0.24
114820,0,0.11
114821,0,0.1
114822,0,0.09
114823,0,0.04
114824,0,0.21
114825,0,0.09
114826,0,0.09
114827,0,0.14
114828,0,0.12
114829,0,0.27
114830,0,0.12
114831,0,0.11
114832,0,0.18
114833,0,0.17
114834,0,0.13
114835,0,0.11
114836,0,0.07
114837,0,0.04
114838,0,0.07
114839,0,0.11
114840,0,0.08
114841,0,0.17
114842,0,0.27
114843,0,0.04
114844,0,0.15
114845,0,0.16
114846,0,0.03
114847,0,0.15
114848,0,0.31
114849,0,0.45
114850,0,0.33
114851,0,0.12
114852,0,0.03
114853,0,0.18
114854,0,0.1
114855,0,0.14
114856,0,0.1
114857,0,0.26
114858,0,0.21
114859,0,0.26
114860,0,0.1
114861,0,0.15
114862,0,0.11
114863,0,0.1
114864,0,0.31
114865,0,0.15
114866,0,0.5
114867,0,0.11
114868,0,0.12
114869,0,0.08
114870,0,0.09
114871,0,0.18
114872,0,0.11
114873,0,0.15
114874,0,0.23
114875,0,0.14
114876,0,0.14
114877,0,0.16
114878,0,0.27
114879,0,0.11
114880,0,0.09
114881,0,0.12
114882,0,0.29
114883,0,0.44
114884,0,0.01
114885,0,0.1
114886,0,0.12
114887,0,0.13
114888,0,0.33
114889,0,0.09
114890,0,0.08
114891,0,0.14
114892,0,0.12
114893,0,0.04
114894,0,0.11
114895,0,0.22
114896,0,0.02
114897,0,0.05
114898,0,0.09
114899,0,0.08
114900,0,0.21
114901,0,0.03
114902,0,0.2
114903,0,0.19
114904,0,0.08
114905,0,0.11
114906,0,0.1
114907,0,0.09
114908,0,0.33
114909,0,0.17
114910,0,0.11
114911,0,0.02
114912,0,0.1
114913,0,0.2
114914,0,0.18
114915,0,0.34
114916,0,0.12
114917,0,0.12
114918,0,0.11
114919,0,0.09
114920,0,0.04
114921,0,0.11
114922,0,0.11
114923,0,0.25
114924,0,0.1
114925,0,0.11
114926,0,0.22
114927,0,0.09
114928,0,0.13
114929,0,0.33
114930,0,0.13
114931,0,0.14
114932,0,0.04
114933,0,0.3
114934,0,0.14
114935,0,0.11
114936,0,0.28
114937,0,0.27
114938,0,0.12
114939,0,0.06
114940,0,0.21
114941,0,0.08
114942,0,0.14
114943,0,0.31
114944,0,0.1
114945,0,0.09
114946,0,0.11
114947,0,0.07
114948,0,0.09
114949,0,0.22
114950,0,0.11
114951,0,0.3
114952,0,0.23
114953,0,0.24
114954,0,0.13
114955,0,0.28
114956,0,0.08
114957,0,0.15
114958,0,0.31
114959,0,0.2
114960,0,0.1
114961,0,0.1
114962,0,0.33
114963,0,0.3
114964,0,0.04
114965,0,0.1
114966,0,0.14
114967,0,0.1
114968,0,0.18
114969,0,0.22
114970,0,0.35
114971,0,0.18
114972,0,0.02
114973,0,0.19
114974,0,0.1
114975,0,0.1
114976,0,0.08
114977,0,0.1
114978,0,0.16
114979,0,0.03
114980,0,0.02
114981,0,0.15
114982,0,0.1
114983,0,0.06
114984,0,0.13
114985,0,0.12
114986,0,0.43
114987,0,0.11
114988,0,0.2
114989,0,0.15
114990,0,0.18
114991,0,0.14
114992,0,0.1
114993,0,0.14
114994,0,0.09
114995,0,0.04
114996,0,0.25
114997,0,0.03
114998,0,0.1
114999,0,0.04
115000,0,0.26
115001,0,0.09
115002,0,0.11
115003,0,0.08
115004,0,0.26
115005,0,0.1
115006,0,0.11
115007,0,0.1
115008,0,0.23
115009,0,0.15
115010,0,0.09
115011,0,0.12
115012,0,0.15
115013,0,0.09
115014,0,0.18
115015,0,0.13
115016,0,0.08
115017,0,0.19
115018,0,0.04
115019,0,0.11
115020,0,0.1
115021,0,0.13
115022,0,0.1
115023,0,0.14
115024,0,0.28
115025,0,0.1
115026,0,0.07
115027,0,0.12
115028,0,0.14
115029,0,0.08
115030,0,0.14
115031,0,0.12
115032,0,0.09
115033,0,0.07
115034,0,0.09
115035,0,0.13
115036,0,0.11
115037,0,0.11
115038,0,0.08
115039,0,0.11
115040,0,0.09
115041,0,0.12
115042,0,0.21
115043,0,0.11
115044,0,0.12
115045,0,0.32
115046,0,0.07
115047,0,0.11
115048,0,0.06
115049,0,0.32
115050,0,0.15
115051,0,0.12
115052,0,0.12
115053,0,0.23
115054,0,0.1
115055,0,0.1
115056,0,0.2
115057,0,0.07
115058,0,0.1
115059,0,0.1
115060,0,0.11
115061,0,0.04
115062,0,0.29
115063,0,0.21
115064,0,0.13
115065,0,0.15
115066,0,0.11
115067,0,0.31
115068,0,0.11
115069,0,0.3
115070,0,0.09
115071,0,0.12
115072,0,0.11
115073,0,0.11
115074,0,0.08
115075,0,0.1
115076,0,0.08
115077,0,0.16
115078,0,0.1
115079,0,0.1
115080,0,0.12
115081,0,0.1
115082,0,0.1
115083,0,0.06
115084,0,0.06
115085,0,0.34
115086,0,0.09
115087,0,0.1
115088,0,0.16
115089,0,0.17
115090,0,0.11
115091,0,0.02
115092,0,0.11
115093,0,0.18
115094,0,0.1
115095,0,0.11
115096,0,0.3
115097,0,0.03
115098,0,0.1
115099,0,0.07
115100,0,0.17
115101,0,0.12
115102,0,0.1
115103,0,0.08
115104,0,0.36
115105,0,0.15
115106,0,0.1
115107,0,0.02
115108,0,0.23
115109,0,0.18
115110,0,0.1
115111,0,0.17
115112,0,0.1
115113,0,0.12
115114,0,0.09
115115,0,0.08
115116,0,0.1
115117,0,0.08
115118,0,0.1
115119,0,0.1
115120,0,0.11
115121,0,0.21
115122,0,0.04
115123,0,0.35
115124,0,0.1
115125,0,0.15
115126,0,0.33
115127,0,0.08
115128,0,0.15
115129,0,0.18
115130,0,0.13
115131,0,0.1
115132,0,0.03
115133,0,0.1
115134,0,0.1
115135,0,0.09
115136,0,0.17
115137,0,0.1
115138,0,0.04
115139,0,0.11
115140,0,0.15
115141,0,0.21
115142,0,0.21
115143,0,0.06
115144,0,0.04
115145,0,0.19
115146,0,0.15
115147,0,0.1
115148,0,0.03
115149,0,0.09
115150,0,0.1
115151,0,0.1
115152,0,0.2
115153,0,0.25
115154,0,0.1
115155,0,0.13
115156,0,0.07
115157,0,0.08
115158,0,0.29
115159,0,0.09
115160,0,0.03
115161,0,0.26
115162,0,0.1
115163,0,0.19
115164,0,0.09
115165,0,0.09
115166,0,0.21
115167,0,0.08
115168,0,0.07
115169,0,0.1
115170,0,0.32
115171,0,0.24
115172,0,0.26
115173,0,0.11
115174,0,0.15
115175,0,0.09
115176,0,0.09
115177,0,0.2
115178,0,0.2
115179,0,0.12
115180,0,0.32
115181,0,0.09
115182,0,0.14
115183,0,0.28
115184,0,0.07
115185,0,0.11
115186,0,0.11
115187,0,0.19
115188,0,0.2
115189,0,0.31
115190,0,0.13
115191,0,0.11
115192,0,0.11
115193,0,0.16
115194,0,0.21
115195,0,0.08
115196,0,0.06
115197,0,0.1
115198,0,0.12
115199,0,0.2
115200,0,0.12
115201,0,0.2
115202,0,0.09
115203,0,0.12
115204,0,0.07
115205,0,0.05
115206,0,0.09
115207,0,0.14
115208,0,0.09
115209,0,0.11
115210,0,0.11
115211,0,0.13
115212,0,0.08
115213,0,0.12
115214,0,0.2
115215,0,0.11
115216,0,0.1
115217,0,0.1
115218,0,0.13
115219,0,0.15
115220,0,0.18
115221,0,0.1
115222,0,0.08
115223,0,0.15
115224,0,0.03
115225,0,0.09
115226,0,0.11
115227,0,0.12
115228,0,0.1
115229,0,0.2
115230,0,0.08
115231,0,0.13
115232,0,0.08
115233,0,0.09
115234,0,0.1
115235,0,0.28
115236,0,0.09
115237,0,0.2
115238,0,0.09
115239,0,0.1
115240,0,0.1
115241,0,0.07
115242,0,0.16
115243,0,0.05
115244,0,0.1
115245,0,0.09
115246,0,0.11
115247,0,0.2
115248,0,0.21
115249,0,0.18
115250,0,0.08
115251,0,0.02
115252,0,0.26
115253,0,0.24
115254,0,0.23
115255,0,0.07
115256,0,0.29
115257,0,0.3
115258,0,0.35
115259,0,0.15
115260,0,0.17
115261,0,0.1
115262,0,0.08
115263,0,0.1
115264,0,0.13
115265,0,0.11
115266,0,0.24
115267,0,0.19
115268,0,0.11
115269,0,0.11
115270,0,0.11
115271,0,0.03
115272,0,0.02
115273,0,0.08
115274,0,0.13
115275,0,0.11
115276,0,0.11
115277,0,0.3
115278,0,0.09
115279,0,0.26
115280,0,0.26
115281,0,0.12
115282,0,0.14
115283,0,0.11
115284,0,0.03
115285,0,0.1
115286,0,0.16
115287,0,0.05
115288,0,0.2
115289,0,0.15
115290,0,0.21
115291,0,0.13
115292,0,0.09
115293,0,0.1
115294,0,0.12
115295,0,0.24
115296,0,0.16
115297,0,0.12
115298,0,0.09
115299,0,0.15
115300,0,0.05
115301,0,0.09
115302,0,0.08
115303,0,0.25
115304,0,0.09
115305,0,0.1
115306,0,0.11
115307,0,0.09
115308,0,0.06
115309,0,0.23
115310,0,0.17
115311,0,0.27
115312,0,0.1
115313,0,0.1
115314,0,0.11
115315,0,0.19
115316,0,0.14
115317,0,0.16
115318,0,0.1
115319,0,0.14
115320,0,0.13
115321,0,0.09
115322,0,0.06
115323,0,0.23
115324,0,0.08
115325,0,0.14
115326,0,0.18
115327,0,0.1
115328,0,0.12
115329,0,0.06
115330,0,0.23
115331,0,0.13
115332,0,0.2
115333,0,0.09
115334,0,0.17
115335,0,0.09
115336,0,0.23
115337,0,0.28
115338,0,0.05
115339,0,0.07
115340,0,0.11
115341,0,0.12
115342,0,0.11
115343,0,0.15
115344,0,0.08
115345,0,0.17
115346,0,0.1
115347,0,0.09
115348,0,0.22
115349,0,0.1
115350,0,0.22
115351,0,0.18
115352,0,0.1
115353,0,0.12
115354,0,0.1
115355,0,0.11
115356,0,0.1
115357,0,0.1
115358,0,0.08
115359,0,0.08
115360,0,0.09
115361,0,0.12
115362,0,0.37
115363,0,0.1
115364,0,0.09
115365,0,0.08
115366,0,0.19
115367,0,0.28
115368,0,0.14
115369,0,0.12
115370,0,0.17
115371,0,0.12
115372,0,0.04
115373,0,0.09
115374,0,0.07
115375,0,0.16
115376,0,0.04
115377,0,0.16
115378,0,0.08
115379,0,0.05
115380,0,0.1
115381,0,0.09
115382,0,0.08
115383,0,0.12
115384,0,0.04
115385,0,0.18
115386,0,0.1
115387,0,0.22
115388,0,0.1
115389,0,0.04
115390,0,0.11
115391,0,0.12
115392,0,0.07
115393,0,0.12
115394,0,0.14
115395,0,0.3
115396,0,0.11
115397,0,0.09
115398,0,0.23
115399,0,0.16
115400,0,0.1
115401,0,0.26
115402,0,0.08
115403,0,0.18
115404,0,0.25
115405,0,0.09
115406,0,0.24
115407,0,0.1
115408,0,0.37
115409,0,0.16
115410,0,0.05
115411,0,0.11
115412,0,0.11
115413,0,0.1
115414,0,0.11
115415,0,0.07
115416,0,0.18
115417,0,0.03
115418,0,0.11
115419,0,0.25
115420,0,0.1
115421,0,0.09
115422,0,0.14
115423,0,0.1
115424,0,0.04
115425,0,0.11
115426,0,0.22
115427,0,0.12
115428,0,0.1
115429,0,0.08
115430,0,0.07
115431,0,0.11
115432,0,0.08
115433,0,0.1
115434,0,0.06
115435,0,0.13
115436,0,0.13
115437,0,0.15
115438,0,0.19
115439,0,0.1
115440,0,0.07
115441,0,0.1
115442,0,0.1
115443,0,0.11
115444,0,0.04
115445,0,0.09
115446,0,0.06
115447,0,0.11
115448,0,0.15
115449,0,0.12
115450,0,0.29
115451,0,0.1
115452,0,0.11
115453,0,0.16
115454,0,0.18
115455,0,0.25
115456,0,0.1
115457,0,0.1
115458,0,0.07
115459,0,0.11
115460,0,0.1
115461,0,0.26
115462,0,0.33
115463,0,0.23
115464,0,0.09
115465,0,0.08
115466,0,0.08
115467,0,0.06
115468,0,0.24
115469,0,0.1
115470,0,0.3
115471,0,0.05
115472,0,0.21
115473,0,0.11
115474,0,0.11
115475,0,0.1
115476,0,0.37
115477,0,0.12
115478,0,0.33
115479,0,0.17
115480,0,0.1
115481,0,0.13
115482,0,0.09
115483,0,0.11
115484,0,0.1
115485,0,0.07
115486,0,0.08
115487,0,0.11
115488,0,0.3
115489,0,0.1
115490,0,0.28
115491,0,0.1
115492,0,0.21
115493,0,0.19
115494,0,0.28
115495,0,0.29
115496,0,0.09
115497,0,0.09
115498,0,0.39
115499,0,0.1
